Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
807	0.270136	193	0.409326	1.997076	807	0.270136	0.297000	0.300446	
803	0.234122	197	0.406091	1.997076	803	0.234122	0.268000	0.300360	
837	0.295102	163	0.435583	1.997076	837	0.295102	0.318000	0.300407	
823	0.273390	177	0.463277	1.997076	823	0.273390	0.307000	0.300424	
825	0.231515	175	0.525714	1.997076	825	0.231515	0.283000	0.300378	
830	0.277108	170	0.429412	1.997076	830	0.277108	0.303000	0.300385	
813	0.249692	187	0.502674	1.997076	813	0.249692	0.297000	0.300376	
831	0.247894	169	0.360947	1.997076	831	0.247894	0.267000	0.300289	
840	0.241667	160	0.437500	1.997076	840	0.241667	0.273000	0.300218	
844	0.260664	156	0.557692	1.997076	844	0.260664	0.307000	0.300236	
834	0.302158	166	0.469880	1.997076	834	0.302158	0.330000	0.300313	
820	0.269512	180	0.400000	1.997076	820	0.269512	0.293000	0.300294	
833	0.262905	167	0.431138	1.997076	833	0.262905	0.291000	0.300270	
815	0.239264	185	0.491892	1.997076	815	0.239264	0.286000	0.300233	
799	0.264080	201	0.348259	1.997076	799	0.264080	0.281000	0.300184	
835	0.250299	165	0.666667	1.997076	835	0.250299	0.319000	0.300232	
817	0.271726	183	0.382514	1.997076	817	0.271726	0.292000	0.300211	
833	0.268908	167	0.377246	1.997076	833	0.268908	0.287000	0.300177	
842	0.311164	158	0.449367	1.997076	842	0.311164	0.333000	0.300261	
853	0.254396	147	0.523810	1.997076	853	0.254396	0.294000	0.300245	
822	0.254258	178	0.494382	1.997076	822	0.254258	0.297000	0.300237	
817	0.235006	183	0.437158	1.997076	817	0.235006	0.272000	0.300165	
808	0.287129	192	0.531250	1.997076	808	0.287129	0.334000	0.300251	
836	0.275120	164	0.432927	1.997076	836	0.275120	0.301000	0.300252	
840	0.291667	160	0.593750	1.997076	840	0.291667	0.340000	0.300352	
797	0.255960	203	0.438424	1.997076	797	0.255960	0.293000	0.300333	
831	0.243081	169	0.408284	1.997076	831	0.243081	0.271000	0.300260	
824	0.233010	176	0.380682	1.997076	824	0.233010	0.259000	0.300158	
848	0.222877	152	0.572368	1.997076	848	0.222877	0.276000	0.300098	
834	0.241007	166	0.469880	1.997076	834	0.241007	0.279000	0.300046	
827	0.275695	173	0.450867	1.997076	827	0.275695	0.306000	0.300061	
810	0.260494	190	0.505263	1.997076	810	0.260494	0.307000	0.300078	
817	0.257038	183	0.475410	1.997076	817	0.257038	0.297000	0.300070	
822	0.281022	178	0.466292	1.997076	822	0.281022	0.314000	0.300104	
821	0.264312	179	0.530726	1.997076	821	0.264312	0.312000	0.300133	
813	0.314883	187	0.368984	1.997076	813	0.314883	0.325000	0.300194	
823	0.268530	177	0.548023	1.997076	823	0.268530	0.318000	0.300237	
831	0.245487	169	0.408284	1.997076	831	0.245487	0.273000	0.300171	
827	0.263603	173	0.341040	1.997076	827	0.263603	0.277000	0.300115	
837	0.272401	163	0.576687	1.997076	837	0.272401	0.322000	0.300168	
816	0.269608	184	0.478261	1.997076	816	0.269608	0.308000	0.300187	
837	0.255675	163	0.558282	1.997076	837	0.255675	0.305000	0.300198	
832	0.263221	168	0.464286	1.997076	832	0.263221	0.297000	0.300191	
797	0.254705	203	0.522167	1.997076	797	0.254705	0.309000	0.300212	
809	0.273177	191	0.429319	1.997076	809	0.273177	0.303000	0.300218	
834	0.217026	166	0.487952	1.997076	834	0.217026	0.262000	0.300128	
812	0.275862	188	0.468085	1.997076	812	0.275862	0.312000	0.300156	
836	0.251196	164	0.487805	1.997076	836	0.251196	0.290000	0.300132	
841	0.269917	159	0.490566	1.997076	841	0.269917	0.305000	0.300143	
825	0.263030	175	0.560000	1.997076	825	0.263030	0.315000	0.300178	
826	0.268765	174	0.442529	1.997076	826	0.268765	0.299000	0.300175	
844	0.270142	156	0.448718	1.997076	844	0.270142	0.298000	0.300170	
843	0.238434	157	0.433121	1.997076	843	0.238434	0.269000	0.300097	
826	0.282082	174	0.482759	1.997076	826	0.282082	0.317000	0.300137	
815	0.294479	185	0.481081	1.997076	815	0.294479	0.329000	0.300204	
829	0.250905	171	0.368421	1.997076	829	0.250905	0.271000	0.300136	
842	0.286223	158	0.430380	1.997076	842	0.286223	0.309000	0.300157	
815	0.268712	185	0.513514	1.997076	815	0.268712	0.314000	0.300189	
831	0.208183	169	0.420118	1.997076	831	0.208183	0.244000	0.300059	
826	0.243341	174	0.643678	1.997076	826	0.243341	0.313000	0.300089	
842	0.270784	158	0.455696	1.997076	842	0.270784	0.300000	0.300089	
825	0.269091	175	0.485714	1.997076	825	0.269091	0.307000	0.300105	
824	0.268204	176	0.357955	1.997076	824	0.268204	0.284000	0.300068	
843	0.262159	157	0.484076	1.997076	843	0.262159	0.297000	0.300061	
833	0.248499	167	0.461078	1.997076	833	0.248499	0.284000	0.300024	
838	0.298329	162	0.487654	1.997076	838	0.298329	0.329000	0.300090	
849	0.240283	151	0.450331	1.997076	849	0.240283	0.272000	0.300026	
812	0.250000	188	0.468085	1.997076	812	0.250000	0.291000	0.300006	
811	0.240444	189	0.444444	1.997076	811	0.240444	0.279000	0.299959	
833	0.248499	167	0.592814	1.997076	833	0.248499	0.306000	0.299972	
817	0.282742	183	0.469945	1.997076	817	0.282742	0.317000	0.300011	
836	0.279904	164	0.408537	1.997076	836	0.279904	0.301000	0.300013	
834	0.274580	166	0.391566	1.997076	834	0.274580	0.294000	0.299999	
839	0.296782	161	0.478261	1.997076	839	0.296782	0.326000	0.300057	
842	0.248219	158	0.531646	1.997076	842	0.248219	0.293000	0.300042	
810	0.230864	190	0.610526	1.997076	810	0.230864	0.303000	0.300048	
818	0.267726	182	0.483516	1.997076	818	0.267726	0.307000	0.300063	
819	0.246642	181	0.475138	1.997076	819	0.246642	0.288000	0.300037	
840	0.277381	160	0.462500	1.997076	840	0.277381	0.307000	0.300052	
823	0.252734	177	0.559322	1.997076	823	0.252734	0.307000	0.300067	
816	0.243873	184	0.391304	1.997076	816	0.243873	0.271000	0.300004	
803	0.239103	197	0.451777	1.997076	803	0.239103	0.281000	0.299962	
816	0.291667	184	0.516304	1.997076	816	0.291667	0.333000	0.300034	
814	0.238329	186	0.548387	1.997076	814	0.238329	0.296000	0.300025	
820	0.252439	180	0.483333	1.997076	820	0.252439	0.294000	0.300012	
829	0.265380	171	0.444444	1.997076	829	0.265380	0.296000	0.300004	
819	0.262515	181	0.524862	1.997076	819	0.262515	0.310000	0.300025	
837	0.237754	163	0.613497	1.997076	837	0.237754	0.299000	0.300023	
829	0.267793	171	0.450292	1.997076	829	0.267793	0.299000	0.300021	
822	0.206813	178	0.561798	1.997076	822	0.206813	0.270000	0.299956	
824	0.273058	176	0.443182	1.997076	824	0.273058	0.303000	0.299963	
832	0.216346	168	0.571429	1.997076	832	0.216346	0.276000	0.299912	
816	0.262255	184	0.461957	1.997076	816	0.262255	0.299000	0.299910	
829	0.294331	171	0.520468	1.997076	829	0.294331	0.333000	0.299980	
835	0.270659	165	0.430303	1.997076	835	0.270659	0.297000	0.299974	
842	0.238717	158	0.500000	1.997076	842	0.238717	0.280000	0.299931	
829	0.273824	171	0.520468	1.997076	829	0.273824	0.316000	0.299965	
837	0.260454	163	0.527607	1.997076	837	0.260454	0.304000	0.299974	
829	0.295537	171	0.456140	1.997076	829	0.295537	0.323000	0.300023	
810	0.264198	190	0.536842	1.997076	810	0.264198	0.316000	0.300056	
816	0.240196	184	0.543478	1.997076	816	0.240196	0.296000	0.300048	
834	0.263789	166	0.409639	1.997076	834	0.263789	0.288000	0.300022	
821	0.261876	179	0.608939	1.997076	821	0.261876	0.324000	0.300073	
824	0.218447	176	0.488636	1.997076	824	0.218447	0.266000	0.300001	
848	0.264151	152	0.552632	1.997076	848	0.264151	0.308000	0.300018	
819	0.244200	181	0.331492	1.997076	819	0.244200	0.260000	0.299935	
810	0.274074	190	0.473684	1.997076	810	0.274074	0.312000	0.299960	
826	0.273608	174	0.505747	1.997076	826	0.273608	0.314000	0.299989	
833	0.273709	167	0.514970	1.997076	833	0.273709	0.314000	0.300018	
808	0.250000	192	0.578125	1.997076	808	0.250000	0.313000	0.300045	
837	0.234170	163	0.546012	1.997076	837	0.234170	0.285000	0.300014	
855	0.265497	145	0.510345	1.997076	855	0.265497	0.301000	0.300016	
823	0.247874	177	0.446328	1.997076	823	0.247874	0.283000	0.299981	
820	0.276829	180	0.405556	1.997076	820	0.276829	0.300000	0.299981	
835	0.273054	165	0.430303	1.997076	835	0.273054	0.299000	0.299979	
824	0.248786	176	0.448864	1.997076	824	0.248786	0.284000	0.299946	
836	0.239234	164	0.567073	1.997076	836	0.239234	0.293000	0.299932	
822	0.281022	178	0.455056	1.997076	822	0.281022	0.312000	0.299957	
810	0.246914	190	0.478947	1.997076	810	0.246914	0.291000	0.299939	
817	0.233782	183	0.540984	1.997076	817	0.233782	0.290000	0.299919	
811	0.233046	189	0.497354	1.997076	811	0.233046	0.283000	0.299884	
839	0.253874	161	0.447205	1.997076	839	0.253874	0.285000	0.299855	
829	0.264174	171	0.543860	1.997076	829	0.264174	0.312000	0.299879	
840	0.275000	160	0.493750	1.997076	840	0.275000	0.310000	0.299899	
839	0.274136	161	0.571429	1.997076	839	0.274136	0.322000	0.299943	
835	0.293413	165	0.490909	1.997076	835	0.293413	0.326000	0.299995	
818	0.240831	182	0.505495	1.997076	818	0.240831	0.289000	0.299974	
811	0.266338	189	0.603175	1.997076	811	0.266338	0.330000	0.300033	
801	0.270911	199	0.356784	1.997076	801	0.270911	0.288000	0.300009	
827	0.220073	173	0.601156	1.997076	827	0.220073	0.286000	0.299982	
823	0.208991	177	0.525424	1.997076	823	0.208991	0.265000	0.299912	
816	0.224265	184	0.559783	1.997076	816	0.224265	0.286000	0.299885	
810	0.258025	190	0.484211	1.997076	810	0.258025	0.301000	0.299887	
835	0.241916	165	0.503030	1.997076	835	0.241916	0.285000	0.299858	
808	0.256188	192	0.604167	1.997076	808	0.256188	0.323000	0.299903	
818	0.281174	182	0.423077	1.997076	818	0.281174	0.307000	0.299917	
836	0.301435	164	0.548780	1.997076	836	0.301435	0.342000	0.299999	
830	0.232530	170	0.523529	1.997076	830	0.232530	0.282000	0.299964	
793	0.269861	207	0.541063	1.997076	793	0.269861	0.326000	0.300015	
831	0.280385	169	0.461538	1.997076	831	0.280385	0.311000	0.300036	
859	0.271246	141	0.404255	1.997076	859	0.271246	0.290000	0.300017	
820	0.258537	180	0.600000	1.997076	820	0.258537	0.320000	0.300056	
810	0.244444	190	0.405263	1.997076	810	0.244444	0.275000	0.300007	
824	0.236650	176	0.426136	1.997076	824	0.236650	0.270000	0.299949	
806	0.275434	194	0.365979	1.997076	806	0.275434	0.293000	0.299936	
846	0.244681	154	0.525974	1.997076	846	0.244681	0.288000	0.299913	
825	0.258182	175	0.371429	1.997076	825	0.258182	0.278000	0.299871	
821	0.261876	179	0.474860	1.997076	821	0.261876	0.300000	0.299871	
844	0.285545	156	0.525641	1.997076	844	0.285545	0.323000	0.299915	
815	0.272393	185	0.481081	1.997076	815	0.272393	0.311000	0.299937	
812	0.289409	188	0.441489	1.997076	812	0.289409	0.318000	0.299971	
827	0.266022	173	0.520231	1.997076	827	0.266022	0.310000	0.299990	
812	0.247537	188	0.505319	1.997076	812	0.247537	0.296000	0.299982	
818	0.288509	182	0.483516	1.997076	818	0.288509	0.324000	0.300028	
835	0.270659	165	0.436364	1.997076	835	0.270659	0.298000	0.300024	
829	0.262967	171	0.309942	1.997076	829	0.262967	0.271000	0.299969	
835	0.274251	165	0.484848	1.997076	835	0.274251	0.309000	0.299986	
789	0.266160	211	0.545024	1.997076	789	0.266160	0.325000	0.300033	
844	0.277251	156	0.455128	1.997076	844	0.277251	0.305000	0.300043	
806	0.251861	194	0.463918	1.997076	806	0.251861	0.293000	0.300029	
819	0.245421	181	0.486188	1.997076	819	0.245421	0.289000	0.300009	
836	0.291866	164	0.451220	1.997076	836	0.291866	0.318000	0.300042	
809	0.299135	191	0.361257	1.997076	809	0.299135	0.311000	0.300063	
826	0.225182	174	0.477011	1.997076	826	0.225182	0.269000	0.300005	
811	0.255240	189	0.386243	1.997076	811	0.255240	0.280000	0.299968	
837	0.262843	163	0.411043	1.997076	837	0.262843	0.287000	0.299944	
807	0.252788	193	0.512953	1.997076	807	0.252788	0.303000	0.299950	
809	0.241038	191	0.497382	1.997076	809	0.241038	0.290000	0.299931	
823	0.280680	177	0.485876	1.997076	823	0.280680	0.317000	0.299963	
838	0.248210	162	0.586420	1.997076	838	0.248210	0.303000	0.299968	
809	0.247219	191	0.528796	1.997076	809	0.247219	0.301000	0.299970	
822	0.274939	178	0.516854	1.997076	822	0.274939	0.318000	0.300003	
809	0.269468	191	0.434555	1.997076	809	0.269468	0.301000	0.300005	
857	0.264877	143	0.377622	1.997076	857	0.264877	0.281000	0.299970	
823	0.263670	177	0.468927	1.997076	823	0.263670	0.300000	0.299970	
816	0.273284	184	0.391304	1.997076	816	0.273284	0.295000	0.299961	
823	0.270960	177	0.480226	1.997076	823	0.270960	0.308000	0.299976	
832	0.250000	168	0.583333	1.997076	832	0.250000	0.306000	0.299987	
831	0.275572	169	0.491124	1.997076	831	0.275572	0.312000	0.300008	
825	0.271515	175	0.582857	1.997076	825	0.271515	0.326000	0.300055	
832	0.274038	168	0.422619	1.997076	832	0.274038	0.299000	0.300053	
851	0.242068	149	0.476510	1.997076	851	0.242068	0.277000	0.300012	
834	0.280576	166	0.554217	1.997076	834	0.280576	0.326000	0.300059	
828	0.254831	172	0.436047	1.997076	828	0.254831	0.286000	0.300033	
852	0.268779	148	0.378378	1.997076	852	0.268779	0.285000	0.300007	
829	0.238842	171	0.461988	1.997076	829	0.238842	0.277000	0.299966	
825	0.259394	175	0.520000	1.997076	825	0.259394	0.305000	0.299975	
820	0.286585	180	0.411111	1.997076	820	0.286585	0.309000	0.299991	
824	0.246359	176	0.585227	1.997076	824	0.246359	0.306000	0.300001	
841	0.279429	159	0.471698	1.997076	841	0.279429	0.310000	0.300019	
827	0.272068	173	0.526012	1.997076	827	0.272068	0.316000	0.300047	
827	0.273277	173	0.520231	1.997076	827	0.273277	0.316000	0.300075	
833	0.273709	167	0.317365	1.997076	833	0.273709	0.281000	0.300042	
817	0.288862	183	0.513661	1.997076	817	0.288862	0.330000	0.300094	
824	0.258495	176	0.375000	1.997076	824	0.258495	0.279000	0.300057	
800	0.267500	200	0.485000	1.997076	800	0.267500	0.311000	0.300077	
818	0.261614	182	0.549451	1.997076	818	0.261614	0.314000	0.300101	
848	0.253538	152	0.434211	1.997076	848	0.253538	0.281000	0.300068	
827	0.273277	173	0.491329	1.997076	827	0.273277	0.311000	0.300087	
828	0.228261	172	0.470930	1.997076	828	0.228261	0.270000	0.300034	
812	0.288177	188	0.542553	1.997076	812	0.288177	0.336000	0.300097	
839	0.262217	161	0.403727	1.997076	839	0.262217	0.285000	0.300071	
859	0.223516	141	0.602837	1.997076	859	0.223516	0.277000	0.300031	
820	0.262195	180	0.466667	1.997076	820	0.262195	0.299000	0.300029	
811	0.276202	189	0.470899	1.997076	811	0.276202	0.313000	0.300051	
843	0.303677	157	0.439490	1.997076	843	0.303677	0.325000	0.300094	
830	0.237349	170	0.576471	1.997076	830	0.237349	0.295000	0.300085	
829	0.260555	171	0.491228	1.997076	829	0.260555	0.300000	0.300085	
839	0.289631	161	0.434783	1.997076	839	0.289631	0.313000	0.300107	
827	0.262394	173	0.520231	1.997076	827	0.262394	0.307000	0.300119	
804	0.216418	196	0.561224	1.997076	804	0.216418	0.284000	0.300092	
826	0.262712	174	0.413793	1.997076	826	0.262712	0.289000	0.300073	
830	0.308434	170	0.447059	1.997076	830	0.308434	0.332000	0.300127	
828	0.245169	172	0.529070	1.997076	828	0.245169	0.294000	0.300117	
820	0.258537	180	0.505556	1.997076	820	0.258537	0.303000	0.300122	
823	0.258809	177	0.463277	1.997076	823	0.258809	0.295000	0.300113	
809	0.270705	191	0.471204	1.997076	809	0.270705	0.309000	0.300128	
833	0.244898	167	0.389222	1.997076	833	0.244898	0.269000	0.300075	
805	0.280745	195	0.466667	1.997076	805	0.280745	0.317000	0.300104	
848	0.255896	152	0.473684	1.997076	848	0.255896	0.289000	0.300085	
824	0.254854	176	0.363636	1.997076	824	0.254854	0.274000	0.300041	
837	0.265233	163	0.484663	1.997076	837	0.265233	0.301000	0.300043	
824	0.268204	176	0.454545	1.997076	824	0.268204	0.301000	0.300045	
804	0.268657	196	0.438776	1.997076	804	0.268657	0.302000	0.300048	
825	0.264242	175	0.428571	1.997076	825	0.264242	0.293000	0.300036	
797	0.253450	203	0.408867	1.997076	797	0.253450	0.285000	0.300011	
833	0.261705	167	0.497006	1.997076	833	0.261705	0.301000	0.300013	
837	0.260454	163	0.453988	1.997076	837	0.260454	0.292000	0.300000	
819	0.286935	181	0.447514	1.997076	819	0.286935	0.316000	0.300026	
831	0.285199	169	0.420118	1.997076	831	0.285199	0.308000	0.300039	
812	0.246305	188	0.382979	1.997076	812	0.246305	0.272000	0.299993	
837	0.261649	163	0.429448	1.997076	837	0.261649	0.289000	0.299975	
823	0.279465	177	0.497175	1.997076	823	0.279465	0.318000	0.300004	
838	0.275656	162	0.481481	1.997076	838	0.275656	0.309000	0.300019	
818	0.282396	182	0.439560	1.997076	818	0.282396	0.311000	0.300037	
843	0.274021	157	0.445860	1.997076	843	0.274021	0.301000	0.300039	
825	0.260606	175	0.457143	1.997076	825	0.260606	0.295000	0.300031	
820	0.248780	180	0.394444	1.997076	820	0.248780	0.275000	0.299990	
856	0.269860	144	0.451389	1.997076	856	0.269860	0.296000	0.299983	
827	0.251511	173	0.549133	1.997076	827	0.251511	0.303000	0.299988	
843	0.225386	157	0.560510	1.997076	843	0.225386	0.278000	0.299952	
818	0.262836	182	0.434066	1.997076	818	0.262836	0.294000	0.299943	
836	0.246411	164	0.524390	1.997076	836	0.246411	0.292000	0.299930	
818	0.303178	182	0.571429	1.997076	818	0.303178	0.352000	0.300014	
812	0.266010	188	0.531915	1.997076	812	0.266010	0.316000	0.300040	
847	0.258560	153	0.457516	1.997076	847	0.258560	0.289000	0.300022	
811	0.237978	189	0.486772	1.997076	811	0.237978	0.285000	0.299998	
839	0.275328	161	0.378882	1.997076	839	0.275328	0.292000	0.299985	
814	0.244472	186	0.489247	1.997076	814	0.244472	0.290000	0.299969	
842	0.257720	158	0.493671	1.997076	842	0.257720	0.295000	0.299961	
824	0.248786	176	0.465909	1.997076	824	0.248786	0.287000	0.299940	
830	0.225301	170	0.482353	1.997076	830	0.225301	0.269000	0.299891	
841	0.269917	159	0.503145	1.997076	841	0.269917	0.307000	0.299902	
836	0.270335	164	0.481707	1.997076	836	0.270335	0.305000	0.299910	
820	0.274390	180	0.372222	1.997076	820	0.274390	0.292000	0.299898	
812	0.248768	188	0.430851	1.997076	812	0.248768	0.283000	0.299871	
817	0.217870	183	0.584699	1.997076	817	0.217870	0.285000	0.299848	
843	0.265718	157	0.452229	1.997076	843	0.265718	0.295000	0.299840	
797	0.262233	203	0.522167	1.997076	797	0.262233	0.315000	0.299864	
823	0.275820	177	0.548023	1.997076	823	0.275820	0.324000	0.299902	
824	0.298544	176	0.494318	1.997076	824	0.298544	0.333000	0.299954	
823	0.275820	177	0.485876	1.997076	823	0.275820	0.313000	0.299974	
838	0.227924	162	0.351852	1.997076	838	0.227924	0.248000	0.299893	
830	0.246988	170	0.452941	1.997076	830	0.246988	0.282000	0.299865	
841	0.253270	159	0.358491	1.997076	841	0.253270	0.270000	0.299818	
818	0.270171	182	0.445055	1.997076	818	0.270171	0.302000	0.299822	
804	0.236318	196	0.540816	1.997076	804	0.236318	0.296000	0.299816	
814	0.254300	186	0.430108	1.997076	814	0.254300	0.287000	0.299796	
828	0.237923	172	0.500000	1.997076	828	0.237923	0.283000	0.299770	
841	0.269917	159	0.433962	1.997076	841	0.269917	0.296000	0.299764	
840	0.258333	160	0.500000	1.997076	840	0.258333	0.297000	0.299760	
817	0.285190	183	0.491803	1.997076	817	0.285190	0.323000	0.299796	
805	0.242236	195	0.507692	1.997076	805	0.242236	0.294000	0.299787	
814	0.278870	186	0.489247	1.997076	814	0.278870	0.318000	0.299815	
829	0.232811	171	0.561404	1.997076	829	0.232811	0.289000	0.299798	
838	0.235084	162	0.444444	1.997076	838	0.235084	0.269000	0.299751	
818	0.233496	182	0.505495	1.997076	818	0.233496	0.283000	0.299725	
821	0.244823	179	0.480447	1.997076	821	0.244823	0.287000	0.299706	
827	0.250302	173	0.578035	1.997076	827	0.250302	0.307000	0.299717	
808	0.241337	192	0.520833	1.997076	808	0.241337	0.295000	0.299709	
834	0.209832	166	0.518072	1.997076	834	0.209832	0.261000	0.299650	
815	0.271166	185	0.470270	1.997076	815	0.271166	0.308000	0.299663	
824	0.282767	176	0.437500	1.997076	824	0.282767	0.310000	0.299679	
817	0.283966	183	0.453552	1.997076	817	0.283966	0.315000	0.299702	
830	0.291566	170	0.376471	1.997076	830	0.291566	0.306000	0.299712	
824	0.229369	176	0.505682	1.997076	824	0.229369	0.278000	0.299679	
818	0.227384	182	0.450549	1.997076	818	0.227384	0.268000	0.299631	
824	0.265777	176	0.431818	1.997076	824	0.265777	0.295000	0.299624	
815	0.225767	185	0.508108	1.997076	815	0.225767	0.278000	0.299591	
830	0.254217	170	0.570588	1.997076	830	0.254217	0.308000	0.299604	
842	0.273159	158	0.474684	1.997076	842	0.273159	0.305000	0.299612	
848	0.301887	152	0.460526	1.997076	848	0.301887	0.326000	0.299652	
823	0.269745	177	0.451977	1.997076	823	0.269745	0.302000	0.299655	
826	0.231235	174	0.471264	1.997076	826	0.231235	0.273000	0.299615	
810	0.275309	190	0.447368	1.997076	810	0.275309	0.308000	0.299628	
793	0.298865	207	0.497585	1.997076	793	0.298865	0.340000	0.299688	
813	0.268143	187	0.401070	1.997076	813	0.268143	0.293000	0.299678	
835	0.283832	165	0.466667	1.997076	835	0.283832	0.314000	0.299699	
843	0.251483	157	0.490446	1.997076	843	0.251483	0.289000	0.299684	
799	0.249061	201	0.477612	1.997076	799	0.249061	0.295000	0.299677	
835	0.244311	165	0.472727	1.997076	835	0.244311	0.282000	0.299650	
837	0.241338	163	0.552147	1.997076	837	0.241338	0.292000	0.299639	
830	0.256627	170	0.500000	1.997076	830	0.256627	0.298000	0.299637	
825	0.281212	175	0.537143	1.997076	825	0.281212	0.326000	0.299676	
799	0.267835	201	0.407960	1.997076	799	0.267835	0.296000	0.299670	
850	0.257647	150	0.520000	1.997076	850	0.257647	0.297000	0.299666	
844	0.248815	156	0.487179	1.997076	844	0.248815	0.286000	0.299646	
852	0.284038	148	0.439189	1.997076	852	0.284038	0.307000	0.299657	
832	0.288462	168	0.529762	1.997076	832	0.288462	0.329000	0.299700	
835	0.244311	165	0.406061	1.997076	835	0.244311	0.271000	0.299658	
834	0.260192	166	0.463855	1.997076	834	0.260192	0.294000	0.299650	
828	0.250000	172	0.540698	1.997076	828	0.250000	0.300000	0.299650	
822	0.254258	178	0.550562	1.997076	822	0.254258	0.307000	0.299661	
827	0.235792	173	0.508671	1.997076	827	0.235792	0.283000	0.299637	
828	0.259662	172	0.348837	1.997076	828	0.259662	0.275000	0.299601	
832	0.266827	168	0.577381	1.997076	832	0.266827	0.319000	0.299629	
828	0.260870	172	0.401163	1.997076	828	0.260870	0.285000	0.299608	
826	0.286925	174	0.528736	1.997076	826	0.286925	0.329000	0.299650	
816	0.267157	184	0.478261	1.997076	816	0.267157	0.306000	0.299660	
820	0.260976	180	0.494444	1.997076	820	0.260976	0.303000	0.299664	
829	0.227986	171	0.456140	1.997076	829	0.227986	0.267000	0.299617	
811	0.256473	189	0.423280	1.997076	811	0.256473	0.288000	0.299601	
802	0.245636	198	0.520202	1.997076	802	0.245636	0.300000	0.299601	
818	0.253056	182	0.538462	1.997076	818	0.253056	0.305000	0.299609	
805	0.249689	195	0.461538	1.997076	805	0.249689	0.291000	0.299597	
835	0.261078	165	0.430303	1.997076	835	0.261078	0.289000	0.299582	
829	0.285887	171	0.426901	1.997076	829	0.285887	0.310000	0.299596	
841	0.259215	159	0.547170	1.997076	841	0.259215	0.305000	0.299604	
803	0.285181	197	0.309645	1.997076	803	0.285181	0.290000	0.299590	
812	0.277094	188	0.462766	1.997076	812	0.277094	0.312000	0.299608	
814	0.286241	186	0.392473	1.997076	814	0.286241	0.306000	0.299617	
825	0.258182	175	0.394286	1.997076	825	0.258182	0.282000	0.299592	
809	0.231150	191	0.376963	1.997076	809	0.231150	0.259000	0.299535	
837	0.267622	163	0.552147	1.997076	837	0.267622	0.314000	0.299555	
834	0.268585	166	0.445783	1.997076	834	0.268585	0.298000	0.299553	
832	0.286058	168	0.529762	1.997076	832	0.286058	0.327000	0.299592	
803	0.239103	197	0.492386	1.997076	803	0.239103	0.289000	0.299577	
829	0.252111	171	0.608187	1.997076	829	0.252111	0.313000	0.299596	
831	0.263538	169	0.585799	1.997076	831	0.263538	0.318000	0.299621	
811	0.282367	189	0.544974	1.997076	811	0.282367	0.332000	0.299667	
833	0.280912	167	0.431138	1.997076	833	0.280912	0.306000	0.299676	
843	0.276394	157	0.496815	1.997076	843	0.276394	0.311000	0.299691	
802	0.248130	198	0.595960	1.997076	802	0.248130	0.317000	0.299715	
828	0.268116	172	0.627907	1.997076	828	0.268116	0.330000	0.299758	
819	0.238095	181	0.464088	1.997076	819	0.238095	0.279000	0.299729	
820	0.253659	180	0.583333	1.997076	820	0.253659	0.313000	0.299747	
837	0.273596	163	0.509202	1.997076	837	0.273596	0.312000	0.299764	
838	0.281623	162	0.555556	1.997076	838	0.281623	0.326000	0.299800	
830	0.279518	170	0.417647	1.997076	830	0.279518	0.303000	0.299805	
833	0.237695	167	0.526946	1.997076	833	0.237695	0.286000	0.299786	
821	0.261876	179	0.597765	1.997076	821	0.261876	0.322000	0.299816	
849	0.280330	151	0.410596	1.997076	849	0.280330	0.300000	0.299817	
826	0.253027	174	0.494253	1.997076	826	0.253027	0.295000	0.299810	
828	0.263285	172	0.453488	1.997076	828	0.263285	0.296000	0.299805	
836	0.223684	164	0.487805	1.997076	836	0.223684	0.267000	0.299760	
829	0.273824	171	0.467836	1.997076	829	0.273824	0.307000	0.299770	
845	0.257988	155	0.451613	1.997076	845	0.257988	0.288000	0.299754	
854	0.271663	146	0.445205	1.997076	854	0.271663	0.297000	0.299750	
833	0.235294	167	0.449102	1.997076	833	0.235294	0.271000	0.299711	
836	0.254785	164	0.451220	1.997076	836	0.254785	0.287000	0.299693	
822	0.283455	178	0.466292	1.997076	822	0.283455	0.316000	0.299716	
823	0.277035	177	0.440678	1.997076	823	0.277035	0.306000	0.299724	
823	0.255164	177	0.474576	1.997076	823	0.255164	0.294000	0.299716	
833	0.276110	167	0.449102	1.997076	833	0.276110	0.305000	0.299724	
848	0.261792	152	0.394737	1.997076	848	0.261792	0.282000	0.299700	
831	0.281588	169	0.473373	1.997076	831	0.281588	0.314000	0.299719	
832	0.250000	168	0.482143	1.997076	832	0.250000	0.289000	0.299704	
822	0.262774	178	0.438202	1.997076	822	0.262774	0.294000	0.299697	
816	0.236520	184	0.538043	1.997076	816	0.236520	0.292000	0.299686	
828	0.254831	172	0.488372	1.997076	828	0.254831	0.295000	0.299680	
822	0.278589	178	0.539326	1.997076	822	0.278589	0.325000	0.299714	
808	0.245050	192	0.500000	1.997076	808	0.245050	0.294000	0.299706	
841	0.267539	159	0.490566	1.997076	841	0.267539	0.303000	0.299711	
821	0.275274	179	0.452514	1.997076	821	0.275274	0.307000	0.299721	
807	0.256506	193	0.528497	1.997076	807	0.256506	0.309000	0.299733	
