Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
810	0.275309	190	0.478947	1.997076	810	0.275309	0.314000	0.299752	
837	0.211470	163	0.441718	1.997076	837	0.211470	0.249000	0.299684	
837	0.238949	163	0.533742	1.997076	837	0.238949	0.287000	0.299668	
806	0.282878	194	0.561856	1.997076	806	0.282878	0.337000	0.299717	
820	0.202439	180	0.533333	1.997076	820	0.202439	0.262000	0.299667	
835	0.329341	165	0.424242	1.997076	835	0.329341	0.345000	0.299727	
841	0.225922	159	0.484277	1.997076	841	0.225922	0.267000	0.299684	
817	0.241126	183	0.415301	1.997076	817	0.241126	0.273000	0.299649	
818	0.271394	182	0.500000	1.997076	818	0.271394	0.313000	0.299666	
816	0.269608	184	0.364130	1.997076	816	0.269608	0.287000	0.299650	
821	0.267966	179	0.519553	1.997076	821	0.267966	0.313000	0.299667	
846	0.289598	154	0.500000	1.997076	846	0.289598	0.322000	0.299696	
830	0.245783	170	0.517647	1.997076	830	0.245783	0.292000	0.299686	
832	0.257212	168	0.446429	1.997076	832	0.257212	0.289000	0.299672	
819	0.258852	181	0.475138	1.997076	819	0.258852	0.298000	0.299670	
825	0.278788	175	0.394286	1.997076	825	0.278788	0.299000	0.299669	
828	0.211353	172	0.412791	1.997076	828	0.211353	0.246000	0.299599	
818	0.268949	182	0.593407	1.997076	818	0.268949	0.328000	0.299636	
826	0.248184	174	0.436782	1.997076	826	0.248184	0.281000	0.299612	
818	0.234719	182	0.500000	1.997076	818	0.234719	0.283000	0.299591	
793	0.239596	207	0.483092	1.997076	793	0.239596	0.290000	0.299578	
844	0.300948	156	0.358974	1.997076	844	0.300948	0.310000	0.299592	
814	0.281327	186	0.510753	1.997076	814	0.281327	0.324000	0.299623	
847	0.301063	153	0.529412	1.997076	847	0.301063	0.336000	0.299670	
834	0.258993	166	0.542169	1.997076	834	0.258993	0.306000	0.299678	
812	0.261084	188	0.393617	1.997076	812	0.261084	0.286000	0.299661	
823	0.253949	177	0.401130	1.997076	823	0.253949	0.280000	0.299635	
819	0.272283	181	0.436464	1.997076	819	0.272283	0.302000	0.299638	
820	0.248780	180	0.572222	1.997076	820	0.248780	0.307000	0.299648	
832	0.239183	168	0.434524	1.997076	832	0.239183	0.272000	0.299612	
825	0.240000	175	0.508571	1.997076	825	0.240000	0.287000	0.299596	
821	0.299635	179	0.547486	1.997076	821	0.299635	0.344000	0.299653	
824	0.258495	176	0.590909	1.997076	824	0.258495	0.317000	0.299675	
832	0.259615	168	0.380952	1.997076	832	0.259615	0.280000	0.299650	
837	0.252091	163	0.539877	1.997076	837	0.252091	0.299000	0.299649	
827	0.238210	173	0.485549	1.997076	827	0.238210	0.281000	0.299626	
849	0.273263	151	0.509934	1.997076	849	0.273263	0.309000	0.299637	
842	0.262470	158	0.518987	1.997076	842	0.262470	0.303000	0.299642	
814	0.261671	186	0.526882	1.997076	814	0.261671	0.311000	0.299656	
822	0.256691	178	0.443820	1.997076	822	0.256691	0.290000	0.299644	
834	0.282974	166	0.542169	1.997076	834	0.282974	0.326000	0.299677	
853	0.269637	147	0.496599	1.997076	853	0.269637	0.303000	0.299681	
820	0.235366	180	0.522222	1.997076	820	0.235366	0.287000	0.299665	
833	0.258103	167	0.449102	1.997076	833	0.258103	0.290000	0.299653	
822	0.285888	178	0.528090	1.997076	822	0.285888	0.329000	0.299690	
829	0.273824	171	0.421053	1.997076	829	0.273824	0.299000	0.299689	
821	0.247259	179	0.480447	1.997076	821	0.247259	0.289000	0.299676	
827	0.229746	173	0.537572	1.997076	827	0.229746	0.283000	0.299655	
817	0.291310	183	0.502732	1.997076	817	0.291310	0.330000	0.299693	
824	0.254854	176	0.573864	1.997076	824	0.254854	0.311000	0.299707	
813	0.289053	187	0.486631	1.997076	813	0.289053	0.326000	0.299740	
822	0.291971	178	0.443820	1.997076	822	0.291971	0.319000	0.299764	
832	0.262019	168	0.458333	1.997076	832	0.262019	0.295000	0.299758	
836	0.217703	164	0.597561	1.997076	836	0.217703	0.280000	0.299733	
824	0.260922	176	0.437500	1.997076	824	0.260922	0.292000	0.299724	
828	0.233092	172	0.476744	1.997076	828	0.233092	0.275000	0.299693	
836	0.235646	164	0.469512	1.997076	836	0.235646	0.274000	0.299661	
823	0.251519	177	0.570621	1.997076	823	0.251519	0.308000	0.299672	
821	0.230207	179	0.458101	1.997076	821	0.230207	0.271000	0.299636	
815	0.249080	185	0.454054	1.997076	815	0.249080	0.287000	0.299621	
810	0.266667	190	0.521053	1.997076	810	0.266667	0.315000	0.299640	
854	0.266979	146	0.465753	1.997076	854	0.266979	0.296000	0.299635	
840	0.280952	160	0.531250	1.997076	840	0.280952	0.321000	0.299661	
816	0.235294	184	0.429348	1.997076	816	0.235294	0.271000	0.299626	
832	0.247596	168	0.351190	1.997076	832	0.247596	0.265000	0.299584	
846	0.249409	154	0.590909	1.997076	846	0.249409	0.302000	0.299587	
853	0.259086	147	0.455782	1.997076	853	0.259086	0.288000	0.299572	
815	0.261350	185	0.394595	1.997076	815	0.261350	0.286000	0.299556	
808	0.243812	192	0.437500	1.997076	808	0.243812	0.281000	0.299533	
825	0.225455	175	0.451429	1.997076	825	0.225455	0.265000	0.299491	
816	0.247549	184	0.570652	1.997076	816	0.247549	0.307000	0.299500	
804	0.252488	196	0.545918	1.997076	804	0.252488	0.310000	0.299513	
831	0.265945	169	0.526627	1.997076	831	0.265945	0.310000	0.299526	
831	0.257521	169	0.443787	1.997076	831	0.257521	0.289000	0.299513	
854	0.254098	146	0.349315	1.997076	854	0.254098	0.268000	0.299475	
834	0.242206	166	0.536145	1.997076	834	0.242206	0.291000	0.299465	
826	0.240920	174	0.528736	1.997076	826	0.240920	0.291000	0.299454	
825	0.275152	175	0.400000	1.997076	825	0.275152	0.297000	0.299451	
810	0.287654	190	0.394737	1.997076	810	0.287654	0.308000	0.299462	
833	0.277311	167	0.389222	1.997076	833	0.277311	0.296000	0.299457	
822	0.233577	178	0.488764	1.997076	822	0.233577	0.279000	0.299433	
827	0.243047	173	0.398844	1.997076	827	0.243047	0.270000	0.299397	
840	0.254762	160	0.550000	1.997076	840	0.254762	0.302000	0.299401	
826	0.260291	174	0.477011	1.997076	826	0.260291	0.298000	0.299399	
827	0.252721	173	0.520231	1.997076	827	0.252721	0.299000	0.299398	
825	0.286061	175	0.428571	1.997076	825	0.286061	0.311000	0.299412	
836	0.281100	164	0.457317	1.997076	836	0.281100	0.310000	0.299425	
841	0.258026	159	0.490566	1.997076	841	0.258026	0.295000	0.299420	
846	0.255319	154	0.480519	1.997076	846	0.255319	0.290000	0.299408	
828	0.257246	172	0.459302	1.997076	828	0.257246	0.292000	0.299400	
818	0.265281	182	0.527473	1.997076	818	0.265281	0.313000	0.299416	
830	0.253012	170	0.423529	1.997076	830	0.253012	0.282000	0.299395	
829	0.254524	171	0.391813	1.997076	829	0.254524	0.278000	0.299370	
810	0.227160	190	0.505263	1.997076	810	0.227160	0.280000	0.299347	
834	0.273381	166	0.536145	1.997076	834	0.273381	0.317000	0.299368	
809	0.291718	191	0.429319	1.997076	809	0.291718	0.318000	0.299390	
844	0.240521	156	0.467949	1.997076	844	0.240521	0.276000	0.299362	
830	0.242169	170	0.529412	1.997076	830	0.242169	0.291000	0.299352	
819	0.275946	181	0.464088	1.997076	819	0.275946	0.310000	0.299365	
827	0.269649	173	0.387283	1.997076	827	0.269649	0.290000	0.299354	
842	0.241093	158	0.455696	1.997076	842	0.241093	0.275000	0.299325	
833	0.272509	167	0.437126	1.997076	833	0.272509	0.300000	0.299326	
821	0.248477	179	0.491620	1.997076	821	0.248477	0.292000	0.299317	
832	0.233173	168	0.494048	1.997076	832	0.233173	0.277000	0.299291	
841	0.252081	159	0.503145	1.997076	841	0.252081	0.292000	0.299283	
840	0.296429	160	0.568750	1.997076	840	0.296429	0.340000	0.299330	
814	0.285012	186	0.483871	1.997076	814	0.285012	0.322000	0.299357	
840	0.255952	160	0.562500	1.997076	840	0.255952	0.305000	0.299363	
827	0.288996	173	0.508671	1.997076	827	0.288996	0.327000	0.299395	
831	0.282792	169	0.514793	1.997076	831	0.282792	0.322000	0.299422	
835	0.261078	165	0.357576	1.997076	835	0.261078	0.277000	0.299396	
825	0.265455	175	0.520000	1.997076	825	0.265455	0.310000	0.299408	
841	0.231867	159	0.459119	1.997076	841	0.231867	0.268000	0.299372	
807	0.277571	193	0.481865	1.997076	807	0.277571	0.317000	0.299392	
813	0.260763	187	0.508021	1.997076	813	0.260763	0.307000	0.299401	
823	0.249089	177	0.367232	1.997076	823	0.249089	0.270000	0.299367	
825	0.260606	175	0.445714	1.997076	825	0.260606	0.293000	0.299360	
832	0.299279	168	0.446429	1.997076	832	0.299279	0.324000	0.299388	
832	0.268029	168	0.446429	1.997076	832	0.268029	0.298000	0.299386	
833	0.283313	167	0.431138	1.997076	833	0.283313	0.308000	0.299396	
818	0.231051	182	0.307692	1.997076	818	0.231051	0.245000	0.299334	
815	0.283436	185	0.518919	1.997076	815	0.283436	0.327000	0.299365	
829	0.250905	171	0.502924	1.997076	829	0.250905	0.294000	0.299359	
823	0.241798	177	0.587571	1.997076	823	0.241798	0.303000	0.299364	
827	0.247884	173	0.549133	1.997076	827	0.247884	0.300000	0.299364	
819	0.268620	181	0.513812	1.997076	819	0.268620	0.313000	0.299380	
820	0.253659	180	0.494444	1.997076	820	0.253659	0.297000	0.299377	
846	0.244681	154	0.337662	1.997076	846	0.244681	0.259000	0.299331	
837	0.254480	163	0.472393	1.997076	837	0.254480	0.290000	0.299320	
818	0.249389	182	0.412088	1.997076	818	0.249389	0.279000	0.299297	
813	0.300123	187	0.438503	1.997076	813	0.300123	0.326000	0.299328	
824	0.330097	176	0.471591	1.997076	824	0.330097	0.355000	0.299391	
824	0.246359	176	0.443182	1.997076	824	0.246359	0.281000	0.299370	
818	0.275061	182	0.500000	1.997076	818	0.275061	0.316000	0.299389	
823	0.245443	177	0.435028	1.997076	823	0.245443	0.279000	0.299366	
825	0.269091	175	0.428571	1.997076	825	0.269091	0.297000	0.299363	
838	0.274463	162	0.419753	1.997076	838	0.274463	0.298000	0.299362	
838	0.275656	162	0.493827	1.997076	838	0.275656	0.311000	0.299375	
845	0.244970	155	0.503226	1.997076	845	0.244970	0.285000	0.299358	
804	0.273632	196	0.454082	1.997076	804	0.273632	0.309000	0.299369	
849	0.255595	151	0.562914	1.997076	849	0.255595	0.302000	0.299372	
816	0.265931	184	0.478261	1.997076	816	0.265931	0.305000	0.299379	
815	0.283436	185	0.513514	1.997076	815	0.283436	0.326000	0.299408	
837	0.234170	163	0.417178	1.997076	837	0.234170	0.264000	0.299369	
817	0.270502	183	0.404372	1.997076	817	0.270502	0.295000	0.299364	
816	0.321078	184	0.559783	1.997076	816	0.321078	0.365000	0.299437	
828	0.275362	172	0.598837	1.997076	828	0.275362	0.331000	0.299472	
834	0.269784	166	0.524096	1.997076	834	0.269784	0.312000	0.299486	
822	0.327251	178	0.516854	1.997076	822	0.327251	0.361000	0.299555	
835	0.263473	165	0.436364	1.997076	835	0.263473	0.292000	0.299546	
825	0.270303	175	0.537143	1.997076	825	0.270303	0.317000	0.299566	
802	0.221945	198	0.535354	1.997076	802	0.221945	0.284000	0.299548	
822	0.249392	178	0.432584	1.997076	822	0.249392	0.282000	0.299529	
809	0.234858	191	0.502618	1.997076	809	0.234858	0.286000	0.299514	
808	0.259901	192	0.531250	1.997076	808	0.259901	0.312000	0.299528	
831	0.275572	169	0.591716	1.997076	831	0.275572	0.329000	0.299560	
813	0.280443	187	0.572193	1.997076	813	0.280443	0.335000	0.299599	
849	0.268551	151	0.490066	1.997076	849	0.268551	0.302000	0.299602	
811	0.244143	189	0.534392	1.997076	811	0.244143	0.299000	0.299601	
816	0.272059	184	0.521739	1.997076	816	0.272059	0.318000	0.299622	
813	0.248462	187	0.518717	1.997076	813	0.248462	0.299000	0.299621	
841	0.240190	159	0.415094	1.997076	841	0.240190	0.268000	0.299586	
854	0.261124	146	0.458904	1.997076	854	0.261124	0.290000	0.299576	
810	0.272840	190	0.547368	1.997076	810	0.272840	0.325000	0.299604	
848	0.265330	152	0.447368	1.997076	848	0.265330	0.293000	0.299596	
829	0.277443	171	0.532164	1.997076	829	0.277443	0.321000	0.299620	
826	0.254237	174	0.517241	1.997076	826	0.254237	0.300000	0.299620	
828	0.248792	172	0.505814	1.997076	828	0.248792	0.293000	0.299613	
823	0.274605	177	0.525424	1.997076	823	0.274605	0.319000	0.299634	
827	0.266022	173	0.468208	1.997076	827	0.266022	0.301000	0.299636	
828	0.248792	172	0.430233	1.997076	828	0.248792	0.280000	0.299614	
800	0.251250	200	0.475000	1.997076	800	0.251250	0.296000	0.299610	
843	0.264531	157	0.573248	1.997076	843	0.264531	0.313000	0.299625	
828	0.268116	172	0.529070	1.997076	828	0.268116	0.313000	0.299639	
815	0.271166	185	0.551351	1.997076	815	0.271166	0.323000	0.299665	
852	0.278169	148	0.506757	1.997076	852	0.278169	0.312000	0.299678	
836	0.254785	164	0.518293	1.997076	836	0.254785	0.298000	0.299676	
830	0.248193	170	0.529412	1.997076	830	0.248193	0.296000	0.299672	
825	0.259394	175	0.617143	1.997076	825	0.259394	0.322000	0.299696	
828	0.221014	172	0.436047	1.997076	828	0.221014	0.258000	0.299651	
823	0.235723	177	0.491525	1.997076	823	0.235723	0.281000	0.299631	
827	0.241838	173	0.618497	1.997076	827	0.241838	0.307000	0.299639	
822	0.290754	178	0.556180	1.997076	822	0.290754	0.338000	0.299680	
814	0.292383	186	0.397849	1.997076	814	0.292383	0.312000	0.299693	
835	0.257485	165	0.557576	1.997076	835	0.257485	0.307000	0.299701	
819	0.222222	181	0.480663	1.997076	819	0.222222	0.269000	0.299668	
818	0.249389	182	0.516484	1.997076	818	0.249389	0.298000	0.299667	
817	0.241126	183	0.540984	1.997076	817	0.241126	0.296000	0.299663	
827	0.292624	173	0.364162	1.997076	827	0.292624	0.305000	0.299668	
835	0.257485	165	0.539394	1.997076	835	0.257485	0.304000	0.299673	
814	0.275184	186	0.473118	1.997076	814	0.275184	0.312000	0.299686	
830	0.246988	170	0.458824	1.997076	830	0.246988	0.283000	0.299668	
846	0.271868	154	0.461039	1.997076	846	0.271868	0.301000	0.299670	
821	0.239951	179	0.558659	1.997076	821	0.239951	0.297000	0.299667	
834	0.251799	166	0.457831	1.997076	834	0.251799	0.286000	0.299653	
817	0.250918	183	0.464481	1.997076	817	0.250918	0.290000	0.299642	
837	0.283154	163	0.576687	1.997076	837	0.283154	0.331000	0.299676	
825	0.242424	175	0.451429	1.997076	825	0.242424	0.279000	0.299654	
812	0.306650	188	0.510638	1.997076	812	0.306650	0.345000	0.299701	
830	0.267470	170	0.523529	1.997076	830	0.267470	0.311000	0.299713	
827	0.239420	173	0.462428	1.997076	827	0.239420	0.278000	0.299691	
831	0.235860	169	0.502959	1.997076	831	0.235860	0.281000	0.299671	
851	0.229142	149	0.496644	1.997076	851	0.229142	0.269000	0.299639	
828	0.251208	172	0.587209	1.997076	828	0.251208	0.309000	0.299649	
833	0.274910	167	0.425150	1.997076	833	0.274910	0.300000	0.299649	
816	0.289216	184	0.554348	1.997076	816	0.289216	0.338000	0.299689	
830	0.251807	170	0.511765	1.997076	830	0.251807	0.296000	0.299685	
823	0.302552	177	0.372881	1.997076	823	0.302552	0.315000	0.299701	
819	0.310134	181	0.519337	1.997076	819	0.310134	0.348000	0.299752	
827	0.272068	173	0.485549	1.997076	827	0.272068	0.309000	0.299761	
811	0.268804	189	0.375661	1.997076	811	0.268804	0.289000	0.299750	
807	0.256506	193	0.590674	1.997076	807	0.256506	0.321000	0.299772	
835	0.257485	165	0.503030	1.997076	835	0.257485	0.298000	0.299770	
837	0.261649	163	0.306748	1.997076	837	0.261649	0.269000	0.299738	
843	0.287070	157	0.484076	1.997076	843	0.287070	0.318000	0.299757	
834	0.273381	166	0.397590	1.997076	834	0.273381	0.294000	0.299751	
824	0.264563	176	0.494318	1.997076	824	0.264563	0.305000	0.299757	
814	0.289926	186	0.451613	1.997076	814	0.289926	0.320000	0.299778	
833	0.230492	167	0.497006	1.997076	833	0.230492	0.275000	0.299752	
838	0.264916	162	0.561728	1.997076	838	0.264916	0.313000	0.299766	
824	0.246359	176	0.500000	1.997076	824	0.246359	0.291000	0.299757	
850	0.241176	150	0.320000	1.997076	850	0.241176	0.253000	0.299709	
835	0.283832	165	0.539394	1.997076	835	0.283832	0.326000	0.299736	
824	0.256068	176	0.562500	1.997076	824	0.256068	0.310000	0.299746	
822	0.249392	178	0.365169	1.997076	822	0.249392	0.270000	0.299716	
844	0.228673	156	0.519231	1.997076	844	0.228673	0.274000	0.299689	
834	0.264988	166	0.506024	1.997076	834	0.264988	0.305000	0.299695	
823	0.257594	177	0.429379	1.997076	823	0.257594	0.288000	0.299683	
829	0.252111	171	0.555556	1.997076	829	0.252111	0.304000	0.299687	
819	0.246642	181	0.375691	1.997076	819	0.246642	0.270000	0.299657	
827	0.290206	173	0.479769	1.997076	827	0.290206	0.323000	0.299681	
815	0.258896	185	0.508108	1.997076	815	0.258896	0.305000	0.299686	
809	0.248455	191	0.397906	1.997076	809	0.248455	0.277000	0.299663	
821	0.250914	179	0.519553	1.997076	821	0.250914	0.299000	0.299662	
814	0.238329	186	0.494624	1.997076	814	0.238329	0.286000	0.299648	
828	0.248792	172	0.470930	1.997076	828	0.248792	0.287000	0.299636	
838	0.233890	162	0.549383	1.997076	838	0.233890	0.285000	0.299621	
826	0.266344	174	0.459770	1.997076	826	0.266344	0.300000	0.299621	
834	0.274580	166	0.439759	1.997076	834	0.274580	0.302000	0.299624	
824	0.271845	176	0.380682	1.997076	824	0.271845	0.291000	0.299615	
833	0.242497	167	0.419162	1.997076	833	0.242497	0.272000	0.299587	
819	0.250305	181	0.453039	1.997076	819	0.250305	0.287000	0.299574	
835	0.244311	165	0.448485	1.997076	835	0.244311	0.278000	0.299553	
829	0.250905	171	0.520468	1.997076	829	0.250905	0.297000	0.299550	
839	0.269368	161	0.465839	1.997076	839	0.269368	0.301000	0.299551	
847	0.232586	153	0.522876	1.997076	847	0.232586	0.277000	0.299529	
854	0.272834	146	0.369863	1.997076	854	0.272834	0.287000	0.299516	
806	0.291563	194	0.438144	1.997076	806	0.291563	0.320000	0.299537	
820	0.256098	180	0.472222	1.997076	820	0.256098	0.295000	0.299532	
849	0.229682	151	0.523179	1.997076	849	0.229682	0.274000	0.299507	
844	0.263033	156	0.525641	1.997076	844	0.263033	0.304000	0.299511	
820	0.229268	180	0.522222	1.997076	820	0.229268	0.282000	0.299494	
818	0.255501	182	0.549451	1.997076	818	0.255501	0.309000	0.299503	
819	0.228327	181	0.436464	1.997076	819	0.228327	0.266000	0.299470	
836	0.250000	164	0.439024	1.997076	836	0.250000	0.281000	0.299451	
827	0.275695	173	0.520231	1.997076	827	0.275695	0.318000	0.299470	
835	0.275449	165	0.496970	1.997076	835	0.275449	0.312000	0.299482	
815	0.276074	185	0.410811	1.997076	815	0.276074	0.301000	0.299484	
830	0.280723	170	0.447059	1.997076	830	0.280723	0.309000	0.299493	
833	0.200480	167	0.497006	1.997076	833	0.200480	0.250000	0.299444	
